record_type,username,format,gxe,rating,levels,extraction_time,source,endpoint
profile,devildream,gen9ou,,,,2025-06-10T19:48:08.106743,showdown,profile/devildream
profile,CYC0320,gen9ou,,,,2025-06-10T19:48:08.106743,showdown,profile/CYC0320
profile,Gourmet26,gen9ou,,,,2025-06-10T19:48:08.106743,showdown,profile/Gourmet26
profile,BlackStar150520,gen9ou,,,,2025-06-10T19:48:08.106743,showdown,profile/BlackStar150520
profile,freebobby2020,gen9ou,,,,2025-06-10T19:48:08.106743,showdown,profile/freebobby2020
profile,nujsp,gen9ou,,,,2025-06-10T19:48:08.106743,showdown,profile/nujsp
profile,NewRedemptioin,gen9ou,,,,2025-06-10T19:48:08.106743,showdown,profile/NewRedemptioin
profile,Kin1,gen9ou,,,,2025-06-10T19:48:08.106743,showdown,profile/Kin1
profile,luisin,gen9ou,,,,2025-06-10T19:48:08.106743,showdown,profile/luisin
profile,FaronAan,gen9ou,,,,2025-06-10T19:48:08.106743,showdown,profile/FaronAan
profile,Strengthen201,gen9ou,,,,2025-06-10T19:48:08.106743,showdown,profile/Strengthen201
profile,Dubilose,gen9ou,,,,2025-06-10T19:48:08.106743,showdown,profile/Dubilose
profile,Pichiu,gen9ou,,,,2025-06-10T19:48:08.106743,showdown,profile/Pichiu
profile,cryyysneasel,gen9ou,,,,2025-06-10T19:48:08.106743,showdown,profile/cryyysneasel
profile,go0bed,gen9ou,,,,2025-06-10T19:48:08.106743,showdown,profile/go0bed
profile,kshuaib734,gen9ou,,,,2025-06-10T19:48:08.106743,showdown,profile/kshuaib734
profile,ThatsMyHorsea,gen9ou,,,,2025-06-10T19:48:08.106743,showdown,profile/ThatsMyHorsea
profile,bakedbeans88,gen9ou,,,,2025-06-10T19:48:08.106743,showdown,profile/bakedbeans88
profile,blimaxdoesntpostLs,gen9ou,,,,2025-06-10T19:48:08.106743,showdown,profile/blimaxdoesntpostLs
profile,jacksonjack,gen9ou,,,,2025-06-10T19:48:08.106743,showdown,profile/jacksonjack
profile,vertrip,gen9ubers,,,,2025-06-10T19:48:08.106743,showdown,profile/vertrip
profile,8142e,gen9ubers,,,,2025-06-10T19:48:08.106743,showdown,profile/8142e
profile,ox04,gen9ubers,,,,2025-06-10T19:48:08.106743,showdown,profile/ox04
profile,Sweettpain,gen9ubers,,,,2025-06-10T19:48:08.106743,showdown,profile/Sweettpain
profile,jjllzl,gen9ubers,,,,2025-06-10T19:48:08.106743,showdown,profile/jjllzl
profile,Remnonc,gen9ubers,,,,2025-06-10T19:48:08.106743,showdown,profile/Remnonc
profile,hyperpizza100,gen9ubers,,,,2025-06-10T19:48:08.106743,showdown,profile/hyperpizza100
profile,change40,gen9ubers,,,,2025-06-10T19:48:08.106743,showdown,profile/change40
profile,savage14455,gen9ubers,,,,2025-06-10T19:48:08.106743,showdown,profile/savage14455
profile,Bananas12op,gen9ubers,,,,2025-06-10T19:48:08.106743,showdown,profile/Bananas12op
profile,456457478y,gen9ubers,,,,2025-06-10T19:48:08.106743,showdown,profile/456457478y
profile,gxgxgx,gen9ubers,,,,2025-06-10T19:48:08.106743,showdown,profile/gxgxgx
profile,Pokemh,gen9ubers,,,,2025-06-10T19:48:08.106743,showdown,profile/Pokemh
profile,Freeroamer,gen9ubers,,,,2025-06-10T19:48:08.106743,showdown,profile/Freeroamer
profile,Suzuya,gen9ubers,,,,2025-06-10T19:48:08.106743,showdown,profile/Suzuya
profile,Corvi01,gen9ubers,,,,2025-06-10T19:48:08.106743,showdown,profile/Corvi01
profile,alt0408,gen9ubers,,,,2025-06-10T19:48:08.106743,showdown,profile/alt0408
profile,willyng,gen9ubers,,,,2025-06-10T19:48:08.106743,showdown,profile/willyng
profile,MRH1106,gen9ubers,,,,2025-06-10T19:48:08.106743,showdown,profile/MRH1106
profile,wishdban,gen9ubers,,,,2025-06-10T19:48:08.106743,showdown,profile/wishdban
profile,Bsuuuu,gen9ubers,,,,2025-06-10T19:48:08.106743,showdown,profile/Bsuuuu
profile,Celeste,gen9ubers,,,,2025-06-10T19:48:08.106743,showdown,profile/Celeste
profile,TheBhoy,gen9ubers,,,,2025-06-10T19:48:08.106743,showdown,profile/TheBhoy
profile,astrell,gen9ubers,,,,2025-06-10T19:48:08.106743,showdown,profile/astrell
profile,neptune732,gen9ubers,,,,2025-06-10T19:48:08.106743,showdown,profile/neptune732
profile,charjabugfan,gen9ubers,,,,2025-06-10T19:48:08.106743,showdown,profile/charjabugfan
profile,GentleDnite,gen9ubers,,,,2025-06-10T19:48:08.106743,showdown,profile/GentleDnite
profile,galactictraveler26,gen9ubers,,,,2025-06-10T19:48:08.106743,showdown,profile/galactictraveler26
profile,ironbozo,gen9ubers,,,,2025-06-10T19:48:08.106743,showdown,profile/ironbozo
profile,rhueuwhwhw,gen9ubers,,,,2025-06-10T19:48:08.106743,showdown,profile/rhueuwhwhw
