record_type,game_id,game_name,box_art_url,extraction_time,source,endpoint
game,262437666,Farming Simulator 25,https://static-cdn.jtvnw.net/ttv-boxart/262437666_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,509538,Animal Crossing: New Horizons,https://static-cdn.jtvnw.net/ttv-boxart/509538_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,512980,Fall Guys,https://static-cdn.jtvnw.net/ttv-boxart/512980-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,936822813,DOOM: The Dark Ages,https://static-cdn.jtvnw.net/ttv-boxart/936822813_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,983841243,Off The Grid,https://static-cdn.jtvnw.net/ttv-boxart/983841243_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,490292,DARK SOULS III,https://static-cdn.jtvnw.net/ttv-boxart/490292_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,416015,Hero Siege,https://static-cdn.jtvnw.net/ttv-boxart/416015_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,534570752,Out of Sight,https://static-cdn.jtvnw.net/ttv-boxart/534570752_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,9435,The Legend of Zelda: A Link to the Past,https://static-cdn.jtvnw.net/ttv-boxart/9435_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,494552,The Last of Us Part II,https://static-cdn.jtvnw.net/ttv-boxart/494552_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,1441208453,Once Human,https://static-cdn.jtvnw.net/ttv-boxart/1441208453_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,1106985046,RoadCraft,https://static-cdn.jtvnw.net/ttv-boxart/1106985046_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,510389,Shakes and Fidget,https://static-cdn.jtvnw.net/ttv-boxart/510389_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,506456,Satisfactory,https://static-cdn.jtvnw.net/ttv-boxart/506456_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,1702520304,Path of Exile 2,https://static-cdn.jtvnw.net/ttv-boxart/1702520304_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,2098604343,BrokenLore: DON'T WATCH,https://static-cdn.jtvnw.net/ttv-boxart/2098604343_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,13332,Pokémon FireRed/LeafGreen,https://static-cdn.jtvnw.net/ttv-boxart/13332-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,504463,Tom Clancy's The Division 2,https://static-cdn.jtvnw.net/ttv-boxart/504463_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,516588,Rise Online,https://static-cdn.jtvnw.net/ttv-boxart/516588_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,1031533637,Holstin,https://static-cdn.jtvnw.net/ttv-boxart/1031533637_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,499003,VRChat,https://static-cdn.jtvnw.net/ttv-boxart/499003_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,497497,Brawl Stars,https://static-cdn.jtvnw.net/ttv-boxart/497497_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,2115231542,"No, I'm Not A Human",https://static-cdn.jtvnw.net/ttv-boxart/2115231542_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,1292110812,Tormented Souls II,https://static-cdn.jtvnw.net/ttv-boxart/1292110812_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,12482,The Legend of Zelda: Majora's Mask,https://static-cdn.jtvnw.net/ttv-boxart/12482_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,510218,Among Us,https://static-cdn.jtvnw.net/ttv-boxart/510218_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,489170,DARK SOULS II: Scholar of the First Sin,https://static-cdn.jtvnw.net/ttv-boxart/489170_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,291417894,Tinkerlands,https://static-cdn.jtvnw.net/ttv-boxart/291417894_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,518873981,Etheria: Restart,https://static-cdn.jtvnw.net/ttv-boxart/518873981_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,32959,Heroes of the Storm,https://static-cdn.jtvnw.net/ttv-boxart/32959_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,19554,iRacing,https://static-cdn.jtvnw.net/ttv-boxart/19554_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,209738946,Wuthering Waves,https://static-cdn.jtvnw.net/ttv-boxart/209738946_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,500188,Hunt: Showdown 1896,https://static-cdn.jtvnw.net/ttv-boxart/500188_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,743,Chess,https://static-cdn.jtvnw.net/ttv-boxart/743-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,506416,Halo Infinite,https://static-cdn.jtvnw.net/ttv-boxart/506416-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,898206463,Baby Steps,https://static-cdn.jtvnw.net/ttv-boxart/898206463_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,1599346425,Co-working & Studying,https://static-cdn.jtvnw.net/ttv-boxart/1599346425-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,71375,Star Citizen,https://static-cdn.jtvnw.net/ttv-boxart/71375_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,1282866981,Delta Force,https://static-cdn.jtvnw.net/ttv-boxart/1282866981_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,518014,Gran Turismo 7,https://static-cdn.jtvnw.net/ttv-boxart/518014_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,19976,MapleStory,https://static-cdn.jtvnw.net/ttv-boxart/19976_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,745589378,Balatro,https://static-cdn.jtvnw.net/ttv-boxart/745589378_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,1984929743,The Elder Scrolls IV: Oblivion Remastered,https://static-cdn.jtvnw.net/ttv-boxart/1984929743_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,509673,Makers & Crafting,https://static-cdn.jtvnw.net/ttv-boxart/509673-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,490744,Stardew Valley,https://static-cdn.jtvnw.net/ttv-boxart/490744_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,18893,Metal Gear Solid 4: Guns of the Patriots,https://static-cdn.jtvnw.net/ttv-boxart/18893_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,19801,Throne and Liberty,https://static-cdn.jtvnw.net/ttv-boxart/19801_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,535,Resident Evil Outbreak,https://static-cdn.jtvnw.net/ttv-boxart/535_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,369418,GeoGuessr,https://static-cdn.jtvnw.net/ttv-boxart/369418_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,18122,World of Warcraft,https://static-cdn.jtvnw.net/ttv-boxart/18122-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,982348888,Elden Ring: Nightreign,https://static-cdn.jtvnw.net/ttv-boxart/982348888_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,491487,Dead by Daylight,https://static-cdn.jtvnw.net/ttv-boxart/491487-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,29307,Path of Exile,https://static-cdn.jtvnw.net/ttv-boxart/29307_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,2011938005,EA Sports FC 25,https://static-cdn.jtvnw.net/ttv-boxart/2011938005_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,1418178189,Guilty as Sock!,https://static-cdn.jtvnw.net/ttv-boxart/1418178189_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,653624336,Lies of P,https://static-cdn.jtvnw.net/ttv-boxart/653624336_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,1264310518,Marvel Rivals,https://static-cdn.jtvnw.net/ttv-boxart/1264310518_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,513143,Teamfight Tactics,https://static-cdn.jtvnw.net/ttv-boxart/513143-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,36799602,Clair Obscur: Expedition 33,https://static-cdn.jtvnw.net/ttv-boxart/36799602_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,138585,Hearthstone,https://static-cdn.jtvnw.net/ttv-boxart/138585-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,516752,Heavenly Bodies,https://static-cdn.jtvnw.net/ttv-boxart/516752_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,511224,Apex Legends,https://static-cdn.jtvnw.net/ttv-boxart/511224-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,498566,Slots,https://static-cdn.jtvnw.net/ttv-boxart/498566-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,1669431183,DJs,https://static-cdn.jtvnw.net/ttv-boxart/1669431183-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,712125648,Splitgate 2,https://static-cdn.jtvnw.net/ttv-boxart/712125648_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,2106425216,Gray Zone Warfare,https://static-cdn.jtvnw.net/ttv-boxart/2106425216_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,401587136,Arena Breakout: Infinite,https://static-cdn.jtvnw.net/ttv-boxart/401587136_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,490377,Sea of Thieves,https://static-cdn.jtvnw.net/ttv-boxart/490377-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,456845141,Zenless Zone Zero,https://static-cdn.jtvnw.net/ttv-boxart/456845141_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,2068583461,NBA 2K25,https://static-cdn.jtvnw.net/ttv-boxart/2068583461_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,513181,Genshin Impact,https://static-cdn.jtvnw.net/ttv-boxart/513181_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,271304,7 Days to Die,https://static-cdn.jtvnw.net/ttv-boxart/271304_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,79499989,Absolum,https://static-cdn.jtvnw.net/ttv-boxart/79499989_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,24241,FINAL FANTASY XIV ONLINE,https://static-cdn.jtvnw.net/ttv-boxart/24241_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,489776,Fallout 4,https://static-cdn.jtvnw.net/ttv-boxart/489776_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,1294658629,R.E.P.O.,https://static-cdn.jtvnw.net/ttv-boxart/1294658629_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,490100,Lost Ark,https://static-cdn.jtvnw.net/ttv-boxart/490100-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,13389,Age of Empires II,https://static-cdn.jtvnw.net/ttv-boxart/13389-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,1743359147,Marvel Snap,https://static-cdn.jtvnw.net/ttv-boxart/1743359147_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,1024161811,Vindictus: Defying Fate,https://static-cdn.jtvnw.net/ttv-boxart/1024161811_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,1197491502,Trash Horror Collection 5,https://static-cdn.jtvnw.net/ttv-boxart/1197491502_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,26936,Music,https://static-cdn.jtvnw.net/ttv-boxart/26936-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,1406899016,Wildgate,https://static-cdn.jtvnw.net/ttv-boxart/1406899016_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,2095165540,Backrooms Rec.,https://static-cdn.jtvnw.net/ttv-boxart/2095165540_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,1409017406,Storyteller,https://static-cdn.jtvnw.net/ttv-boxart/1409017406_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,515025,Overwatch 2,https://static-cdn.jtvnw.net/ttv-boxart/515025-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,66082,Games + Demos,https://static-cdn.jtvnw.net/ttv-boxart/66082-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,65632,DayZ,https://static-cdn.jtvnw.net/ttv-boxart/65632_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,2137387678,The Boba Teashop,https://static-cdn.jtvnw.net/ttv-boxart/2137387678_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,12839,Heroes of Might and Magic III: The Restoration of Erathia,https://static-cdn.jtvnw.net/ttv-boxart/12839_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,1672324422,Call of Duty: Black Ops 6,https://static-cdn.jtvnw.net/ttv-boxart/1672324422-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,1393304883,Mir Tankov,https://static-cdn.jtvnw.net/ttv-boxart/1393304883_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,498592,I'm Only Sleeping,https://static-cdn.jtvnw.net/ttv-boxart/498592_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,19619,Tibia,https://static-cdn.jtvnw.net/ttv-boxart/19619_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,55453844,Street Fighter 6,https://static-cdn.jtvnw.net/ttv-boxart/55453844_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,518203,Sports,https://static-cdn.jtvnw.net/ttv-boxart/518203-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,31339,Project Zomboid,https://static-cdn.jtvnw.net/ttv-boxart/31339_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,32502,World of Warships,https://static-cdn.jtvnw.net/ttv-boxart/32502_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,2104758320,The First Descendant,https://static-cdn.jtvnw.net/ttv-boxart/2104758320_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,65654,The Elder Scrolls Online,https://static-cdn.jtvnw.net/ttv-boxart/65654_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,65876,Cyberpunk 2077,https://static-cdn.jtvnw.net/ttv-boxart/65876-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,493997,Super Mario Odyssey,https://static-cdn.jtvnw.net/ttv-boxart/493997_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,1982936547,Pokémon,https://static-cdn.jtvnw.net/ttv-boxart/1982936547_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,29056,Knight Online,https://static-cdn.jtvnw.net/ttv-boxart/29056_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,116747788,"Pools, Hot Tubs, and Beaches",https://static-cdn.jtvnw.net/ttv-boxart/116747788-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,1994075852,House of Lost Souls,https://static-cdn.jtvnw.net/ttv-boxart/1994075852_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,66366,War Thunder,https://static-cdn.jtvnw.net/ttv-boxart/66366_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,394568,RimWorld,https://static-cdn.jtvnw.net/ttv-boxart/394568-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,313558,Diablo III,https://static-cdn.jtvnw.net/ttv-boxart/313558_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,66170,Warframe,https://static-cdn.jtvnw.net/ttv-boxart/66170_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,2094865572,SMITE 2,https://static-cdn.jtvnw.net/ttv-boxart/2094865572-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,2091165871,Football Manager 2024,https://static-cdn.jtvnw.net/ttv-boxart/2091165871_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,687129551,Trackmania,https://static-cdn.jtvnw.net/ttv-boxart/687129551_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,494436328,The Bazaar,https://static-cdn.jtvnw.net/ttv-boxart/494436328_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,369252,The Sims 4,https://static-cdn.jtvnw.net/ttv-boxart/369252_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,518184,Phasmophobia,https://static-cdn.jtvnw.net/ttv-boxart/518184-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,1469308723,Software and Game Development,https://static-cdn.jtvnw.net/ttv-boxart/1469308723-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,602959317,Dispatch,https://static-cdn.jtvnw.net/ttv-boxart/602959317_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,1136666301,MLB The Show 25,https://static-cdn.jtvnw.net/ttv-boxart/1136666301_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,2132205352,Deadlock,https://static-cdn.jtvnw.net/ttv-boxart/2132205352_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,511295,Predecessor,https://static-cdn.jtvnw.net/ttv-boxart/511295_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,505884,PUBG Mobile,https://static-cdn.jtvnw.net/ttv-boxart/505884-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,538054672,TEKKEN 8,https://static-cdn.jtvnw.net/ttv-boxart/538054672_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,509511,Marbles on Stream,https://static-cdn.jtvnw.net/ttv-boxart/509511_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,498417,Vintage Story,https://static-cdn.jtvnw.net/ttv-boxart/498417_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,512923,Baldur's Gate 3,https://static-cdn.jtvnw.net/ttv-boxart/512923_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,1584836809,Schedule I,https://static-cdn.jtvnw.net/ttv-boxart/1584836809-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,490713,UNDERTALE,https://static-cdn.jtvnw.net/ttv-boxart/490713_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,509658,Just Chatting,https://static-cdn.jtvnw.net/ttv-boxart/509658-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,32399,Counter-Strike,https://static-cdn.jtvnw.net/ttv-boxart/32399-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,516575,VALORANT,https://static-cdn.jtvnw.net/ttv-boxart/516575-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,460630,Tom Clancy's Rainbow Six Siege,https://static-cdn.jtvnw.net/ttv-boxart/460630-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,32982,Grand Theft Auto V,https://static-cdn.jtvnw.net/ttv-boxart/32982_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,509663,Special Events,https://static-cdn.jtvnw.net/ttv-boxart/509663-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,1987896617,Dune: Awakening,https://static-cdn.jtvnw.net/ttv-boxart/1987896617_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,1863222988,Kings League,https://static-cdn.jtvnw.net/ttv-boxart/1863222988-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,686116244,MindsEye,https://static-cdn.jtvnw.net/ttv-boxart/686116244_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,21779,League of Legends,https://static-cdn.jtvnw.net/ttv-boxart/21779-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,33214,Fortnite,https://static-cdn.jtvnw.net/ttv-boxart/33214-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,509672,IRL,https://static-cdn.jtvnw.net/ttv-boxart/509672-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,1826300051,Mario Kart World,https://static-cdn.jtvnw.net/ttv-boxart/1826300051_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,27471,Minecraft,https://static-cdn.jtvnw.net/ttv-boxart/27471_IGDB-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,512710,Call of Duty: Warzone,https://static-cdn.jtvnw.net/ttv-boxart/512710-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,29595,Dota 2,https://static-cdn.jtvnw.net/ttv-boxart/29595-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
game,499973,Always On,https://static-cdn.jtvnw.net/ttv-boxart/499973-{width}x{height}.jpg,2025-06-10T19:45:49.400669,twitch,games/top
